Logger:         	Automatically truncated logfile to 1048576, MadelineProto 8.0.1
SessionPaths:   	Waiting for exclusive lock of /Applications/XAMPP/xamppfiles/htdocs/dropseller/public/session.madeline/safe.php.lock...
SessionPaths:   	Got exclusive lock of /Applications/XAMPP/xamppfiles/htdocs/dropseller/public/session.madeline/safe.php.lock...
SessionPaths:   	Waiting for exclusive lock of /Applications/XAMPP/xamppfiles/htdocs/dropseller/public/session.madeline/lightState.php.lock...
SessionPaths:   	Got exclusive lock of /Applications/XAMPP/xamppfiles/htdocs/dropseller/public/session.madeline/lightState.php.lock...
APIWrapper:     	Saved session!
PingLoop:       	Ping DC 2.0
Session:        	Garbage collected 1 incoming messages in DC 2, 0 left
Session:        	Garbage collected 1 outgoing messages in DC 2, 0 left
SessionPaths:   	Waiting for exclusive lock of /Applications/XAMPP/xamppfiles/htdocs/dropseller/public/session.madeline/safe.php.lock...
SessionPaths:   	Got exclusive lock of /Applications/XAMPP/xamppfiles/htdocs/dropseller/public/session.madeline/safe.php.lock...
SessionPaths:   	Waiting for exclusive lock of /Applications/XAMPP/xamppfiles/htdocs/dropseller/public/session.madeline/lightState.php.lock...
SessionPaths:   	Got exclusive lock of /Applications/XAMPP/xamppfiles/htdocs/dropseller/public/session.madeline/lightState.php.lock...
APIWrapper:     	Saved session!
PingLoop:       	Ping DC 5.0
Session:        	Garbage collected 1 incoming messages in DC 5, 0 left
Session:        	Garbage collected 1 outgoing messages in DC 5, 0 left
SessionPaths:   	Waiting for exclusive lock of /Applications/XAMPP/xamppfiles/htdocs/dropseller/public/session.madeline/safe.php.lock...
SessionPaths:   	Got exclusive lock of /Applications/XAMPP/xamppfiles/htdocs/dropseller/public/session.madeline/safe.php.lock...
SessionPaths:   	Waiting for exclusive lock of /Applications/XAMPP/xamppfiles/htdocs/dropseller/public/session.madeline/lightState.php.lock...
SessionPaths:   	Got exclusive lock of /Applications/XAMPP/xamppfiles/htdocs/dropseller/public/session.madeline/lightState.php.lock...
APIWrapper:     	Saved session!
PingLoop:       	Ping DC 2.0
Session:        	Garbage collected 1 incoming messages in DC 2, 0 left
Session:        	Garbage collected 1 outgoing messages in DC 2, 0 left
SessionPaths:   	Waiting for exclusive lock of /Applications/XAMPP/xamppfiles/htdocs/dropseller/public/session.madeline/safe.php.lock...
SessionPaths:   	Got exclusive lock of /Applications/XAMPP/xamppfiles/htdocs/dropseller/public/session.madeline/safe.php.lock...
SessionPaths:   	Waiting for exclusive lock of /Applications/XAMPP/xamppfiles/htdocs/dropseller/public/session.madeline/lightState.php.lock...
SessionPaths:   	Got exclusive lock of /Applications/XAMPP/xamppfiles/htdocs/dropseller/public/session.madeline/lightState.php.lock...
APIWrapper:     	Saved session!
PingLoop:       	Ping DC 5.0
Session:        	Garbage collected 1 incoming messages in DC 5, 0 left
Session:        	Garbage collected 1 outgoing messages in DC 5, 0 left
SessionPaths:   	Waiting for exclusive lock of /Applications/XAMPP/xamppfiles/htdocs/dropseller/public/session.madeline/safe.php.lock...
SessionPaths:   	Got exclusive lock of /Applications/XAMPP/xamppfiles/htdocs/dropseller/public/session.madeline/safe.php.lock...
SessionPaths:   	Waiting for exclusive lock of /Applications/XAMPP/xamppfiles/htdocs/dropseller/public/session.madeline/lightState.php.lock...
SessionPaths:   	Got exclusive lock of /Applications/XAMPP/xamppfiles/htdocs/dropseller/public/session.madeline/lightState.php.lock...
APIWrapper:     	Saved session!
PingLoop:       	Ping DC 2.0
Session:        	Garbage collected 1 incoming messages in DC 2, 0 left
Session:        	Garbage collected 1 outgoing messages in DC 2, 0 left
SessionPaths:   	Waiting for exclusive lock of /Applications/XAMPP/xamppfiles/htdocs/dropseller/public/session.madeline/safe.php.lock...
SessionPaths:   	Got exclusive lock of /Applications/XAMPP/xamppfiles/htdocs/dropseller/public/session.madeline/safe.php.lock...
SessionPaths:   	Waiting for exclusive lock of /Applications/XAMPP/xamppfiles/htdocs/dropseller/public/session.madeline/lightState.php.lock...
SessionPaths:   	Got exclusive lock of /Applications/XAMPP/xamppfiles/htdocs/dropseller/public/session.madeline/lightState.php.lock...
APIWrapper:     	Saved session!
ReadLoop:       	danog\MadelineProto\NothingInTheSocketException in /Applications/XAMPP/xamppfiles/htdocs/dropseller/vendor/danog/madelineproto/src/Stream/Common/BufferedRawStream.php:154
Stack trace:
#0 /Applications/XAMPP/xamppfiles/htdocs/dropseller/vendor/danog/madelineproto/src/Stream/MTProtoTransport/AbridgedStream.php(80): danog\MadelineProto\Stream\Common\BufferedRawStream->bufferRead(1)
#1 /Applications/XAMPP/xamppfiles/htdocs/dropseller/vendor/danog/madelineproto/src/Loop/Connection/ReadLoop.php(132): danog\MadelineProto\Stream\MTProtoTransport\AbridgedStream->getReadBuffer(NULL)
#2 /Applications/XAMPP/xamppfiles/htdocs/dropseller/vendor/danog/madelineproto/src/Loop/Connection/ReadLoop.php(57): danog\MadelineProto\Loop\Connection\ReadLoop->readMessage()
#3 /Applications/XAMPP/xamppfiles/htdocs/dropseller/vendor/danog/loop/lib/Loop.php(139): danog\MadelineProto\Loop\Connection\ReadLoop->loop()
#4 /Applications/XAMPP/xamppfiles/htdocs/dropseller/vendor/danog/loop/lib/Loop.php(166): danog\Loop\Loop->loopInternal()
#5 /Applications/XAMPP/xamppfiles/htdocs/dropseller/vendor/revolt/event-loop/src/EventLoop/Internal/AbstractDriver.php(602): danog\Loop\Loop->danog\Loop\{closure}('atxf')
#6 [internal function]: Revolt\EventLoop\Internal\AbstractDriver->Revolt\EventLoop\Internal\{closure}()
#7 /Applications/XAMPP/xamppfiles/htdocs/dropseller/vendor/revolt/event-loop/src/EventLoop/Internal/DriverSuspension.php(64): Fiber->resume(NULL)
#8 /Applications/XAMPP/xamppfiles/htdocs/dropseller/vendor/revolt/event-loop/src/EventLoop/Internal/AbstractDriver.php(430): Revolt\EventLoop\Internal\DriverSuspension::Revolt\EventLoop\Internal\{closure}()
#9 /Applications/XAMPP/xamppfiles/htdocs/dropseller/vendor/revolt/event-loop/src/EventLoop/Internal/AbstractDriver.php(621): Revolt\EventLoop\Internal\AbstractDriver->invokeMicrotasks()
#10 [internal function]: Revolt\EventLoop\Internal\AbstractDriver->Revolt\EventLoop\Internal\{closure}()
#11 /Applications/XAMPP/xamppfiles/htdocs/dropseller/vendor/revolt/event-loop/src/EventLoop/Internal/AbstractDriver.php(502): Fiber->resume()
#12 /Applications/XAMPP/xamppfiles/htdocs/dropseller/vendor/revolt/event-loop/src/EventLoop/Internal/AbstractDriver.php(558): Revolt\EventLoop\Internal\AbstractDriver->invokeCallbacks()
#13 [internal function]: Revolt\EventLoop\Internal\AbstractDriver->Revolt\EventLoop\Internal\{closure}()
#14 /Applications/XAMPP/xamppfiles/htdocs/dropseller/vendor/revolt/event-loop/src/EventLoop/Internal/AbstractDriver.php(96): Fiber->resume()
#15 /Applications/XAMPP/xamppfiles/htdocs/dropseller/vendor/revolt/event-loop/src/EventLoop/Internal/DriverSuspension.php(117): Revolt\EventLoop\Internal\AbstractDriver->Revolt\EventLoop\Internal\{closure}()
#16 /Applications/XAMPP/xamppfiles/htdocs/dropseller/vendor/amphp/amp/src/Future.php(251): Revolt\EventLoop\Internal\DriverSuspension->suspend()
#17 /Applications/XAMPP/xamppfiles/htdocs/dropseller/vendor/danog/madelineproto/src/Ipc/Server.php(165): Amp\Future->await()
#18 /Applications/XAMPP/xamppfiles/htdocs/dropseller/vendor/danog/madelineproto/src/Ipc/Runner/entry.php(119): danog\MadelineProto\Ipc\Server::waitShutdown()
#19 /Applications/XAMPP/xamppfiles/htdocs/dropseller/vendor/danog/madelineproto/src/Ipc/Runner/entry.php(154): danog\MadelineProto\Ipc\Runner\{closure}()
#20 {main}
ReadLoop:       	Got exception in DC 5.0, reconnecting...
Connection:     	Reconnecting DC 5.0
Connection:     	Disconnecting from DC 5.0
Connection:     	Disconnected from DC 5.0
Connection:     	Connecting to DC 5.0 via tcp://91.108.56.152:443 main DC 5, via ipv4 using AbridgedStream => BufferedRawStream => DefaultStream 
Connection:     	Connected to DC 5.0 via tcp://91.108.56.152:443 main DC 5, via ipv4 using AbridgedStream => BufferedRawStream => DefaultStream!
DataCenterConnection: 	Acquiring lock in order to init auth for DC 5
DataCenterConnection: 	Initing auth for DC 5
DataCenterConnection: 	Done initing auth for DC 5
PingLoop:       	Ping DC 5.0
Session:        	Garbage collected 1 incoming messages in DC 5, 0 left
Session:        	Garbage collected 1 outgoing messages in DC 5, 0 left
ReadLoop:       	danog\MadelineProto\NothingInTheSocketException in /Applications/XAMPP/xamppfiles/htdocs/dropseller/vendor/danog/madelineproto/src/Stream/Common/BufferedRawStream.php:154
Stack trace:
#0 /Applications/XAMPP/xamppfiles/htdocs/dropseller/vendor/danog/madelineproto/src/Stream/MTProtoTransport/AbridgedStream.php(80): danog\MadelineProto\Stream\Common\BufferedRawStream->bufferRead(1)
#1 /Applications/XAMPP/xamppfiles/htdocs/dropseller/vendor/danog/madelineproto/src/Loop/Connection/ReadLoop.php(132): danog\MadelineProto\Stream\MTProtoTransport\AbridgedStream->getReadBuffer(NULL)
#2 /Applications/XAMPP/xamppfiles/htdocs/dropseller/vendor/danog/madelineproto/src/Loop/Connection/ReadLoop.php(57): danog\MadelineProto\Loop\Connection\ReadLoop->readMessage()
#3 /Applications/XAMPP/xamppfiles/htdocs/dropseller/vendor/danog/loop/lib/Loop.php(139): danog\MadelineProto\Loop\Connection\ReadLoop->loop()
#4 /Applications/XAMPP/xamppfiles/htdocs/dropseller/vendor/danog/loop/lib/Loop.php(166): danog\Loop\Loop->loopInternal()
#5 /Applications/XAMPP/xamppfiles/htdocs/dropseller/vendor/revolt/event-loop/src/EventLoop/Internal/AbstractDriver.php(602): danog\Loop\Loop->danog\Loop\{closure}('agez')
#6 [internal function]: Revolt\EventLoop\Internal\AbstractDriver->Revolt\EventLoop\Internal\{closure}()
#7 /Applications/XAMPP/xamppfiles/htdocs/dropseller/vendor/revolt/event-loop/src/EventLoop/Internal/DriverSuspension.php(64): Fiber->resume(NULL)
#8 /Applications/XAMPP/xamppfiles/htdocs/dropseller/vendor/revolt/event-loop/src/EventLoop/Internal/AbstractDriver.php(430): Revolt\EventLoop\Internal\DriverSuspension::Revolt\EventLoop\Internal\{closure}()
#9 /Applications/XAMPP/xamppfiles/htdocs/dropseller/vendor/revolt/event-loop/src/EventLoop/Internal/AbstractDriver.php(621): Revolt\EventLoop\Internal\AbstractDriver->invokeMicrotasks()
#10 [internal function]: Revolt\EventLoop\Internal\AbstractDriver->Revolt\EventLoop\Internal\{closure}()
#11 /Applications/XAMPP/xamppfiles/htdocs/dropseller/vendor/revolt/event-loop/src/EventLoop/Internal/AbstractDriver.php(502): Fiber->resume()
#12 /Applications/XAMPP/xamppfiles/htdocs/dropseller/vendor/revolt/event-loop/src/EventLoop/Internal/AbstractDriver.php(558): Revolt\EventLoop\Internal\AbstractDriver->invokeCallbacks()
#13 [internal function]: Revolt\EventLoop\Internal\AbstractDriver->Revolt\EventLoop\Internal\{closure}()
#14 /Applications/XAMPP/xamppfiles/htdocs/dropseller/vendor/revolt/event-loop/src/EventLoop/Internal/AbstractDriver.php(96): Fiber->resume()
#15 /Applications/XAMPP/xamppfiles/htdocs/dropseller/vendor/revolt/event-loop/src/EventLoop/Internal/DriverSuspension.php(117): Revolt\EventLoop\Internal\AbstractDriver->Revolt\EventLoop\Internal\{closure}()
#16 /Applications/XAMPP/xamppfiles/htdocs/dropseller/vendor/amphp/amp/src/Future.php(251): Revolt\EventLoop\Internal\DriverSuspension->suspend()
#17 /Applications/XAMPP/xamppfiles/htdocs/dropseller/vendor/danog/madelineproto/src/Ipc/Server.php(165): Amp\Future->await()
#18 /Applications/XAMPP/xamppfiles/htdocs/dropseller/vendor/danog/madelineproto/src/Ipc/Runner/entry.php(119): danog\MadelineProto\Ipc\Server::waitShutdown()
#19 /Applications/XAMPP/xamppfiles/htdocs/dropseller/vendor/danog/madelineproto/src/Ipc/Runner/entry.php(154): danog\MadelineProto\Ipc\Runner\{closure}()
#20 {main}
ReadLoop:       	Got exception in DC 2.0, reconnecting...
Connection:     	Reconnecting DC 2.0
Connection:     	Disconnecting from DC 2.0
Connection:     	Disconnected from DC 2.0
Connection:     	Connecting to DC 2.0 via tcp://149.154.167.41:443 main DC 2, via ipv4 using AbridgedStream => BufferedRawStream => DefaultStream 
Connection:     	Connected to DC 2.0 via tcp://149.154.167.41:443 main DC 2, via ipv4 using AbridgedStream => BufferedRawStream => DefaultStream!
DataCenterConnection: 	Acquiring lock in order to init auth for DC 2
DataCenterConnection: 	Initing auth for DC 2
DataCenterConnection: 	Done initing auth for DC 2
PingLoop:       	Ping DC 2.0
SessionPaths:   	Waiting for exclusive lock of /Applications/XAMPP/xamppfiles/htdocs/dropseller/public/session.madeline/safe.php.lock...
SessionPaths:   	Got exclusive lock of /Applications/XAMPP/xamppfiles/htdocs/dropseller/public/session.madeline/safe.php.lock...
SessionPaths:   	Waiting for exclusive lock of /Applications/XAMPP/xamppfiles/htdocs/dropseller/public/session.madeline/lightState.php.lock...
SessionPaths:   	Got exclusive lock of /Applications/XAMPP/xamppfiles/htdocs/dropseller/public/session.madeline/lightState.php.lock...
APIWrapper:     	Saved session!
Session:        	Garbage collected 1 incoming messages in DC 2, 0 left
Session:        	Garbage collected 1 outgoing messages in DC 2, 0 left
SessionPaths:   	Waiting for exclusive lock of /Applications/XAMPP/xamppfiles/htdocs/dropseller/public/session.madeline/safe.php.lock...
SessionPaths:   	Got exclusive lock of /Applications/XAMPP/xamppfiles/htdocs/dropseller/public/session.madeline/safe.php.lock...
SessionPaths:   	Waiting for exclusive lock of /Applications/XAMPP/xamppfiles/htdocs/dropseller/public/session.madeline/lightState.php.lock...
SessionPaths:   	Got exclusive lock of /Applications/XAMPP/xamppfiles/htdocs/dropseller/public/session.madeline/lightState.php.lock...
APIWrapper:     	Saved session!
PingLoop:       	Ping DC 5.0
Session:        	Garbage collected 0 outgoing messages in DC 5, 1 left
ReadLoop:       	danog\MadelineProto\NothingInTheSocketException in /Applications/XAMPP/xamppfiles/htdocs/dropseller/vendor/danog/madelineproto/src/Stream/Common/BufferedRawStream.php:154
Stack trace:
#0 /Applications/XAMPP/xamppfiles/htdocs/dropseller/vendor/danog/madelineproto/src/Stream/MTProtoTransport/AbridgedStream.php(80): danog\MadelineProto\Stream\Common\BufferedRawStream->bufferRead(1)
#1 /Applications/XAMPP/xamppfiles/htdocs/dropseller/vendor/danog/madelineproto/src/Loop/Connection/ReadLoop.php(132): danog\MadelineProto\Stream\MTProtoTransport\AbridgedStream->getReadBuffer(NULL)
#2 /Applications/XAMPP/xamppfiles/htdocs/dropseller/vendor/danog/madelineproto/src/Loop/Connection/ReadLoop.php(57): danog\MadelineProto\Loop\Connection\ReadLoop->readMessage()
#3 /Applications/XAMPP/xamppfiles/htdocs/dropseller/vendor/danog/loop/lib/Loop.php(139): danog\MadelineProto\Loop\Connection\ReadLoop->loop()
#4 /Applications/XAMPP/xamppfiles/htdocs/dropseller/vendor/danog/loop/lib/Loop.php(166): danog\Loop\Loop->loopInternal()
#5 /Applications/XAMPP/xamppfiles/htdocs/dropseller/vendor/revolt/event-loop/src/EventLoop/Internal/AbstractDriver.php(602): danog\Loop\Loop->danog\Loop\{closure}('atyb')
#6 [internal function]: Revolt\EventLoop\Internal\AbstractDriver->Revolt\EventLoop\Internal\{closure}()
#7 /Applications/XAMPP/xamppfiles/htdocs/dropseller/vendor/revolt/event-loop/src/EventLoop/Internal/DriverSuspension.php(64): Fiber->resume(NULL)
#8 /Applications/XAMPP/xamppfiles/htdocs/dropseller/vendor/revolt/event-loop/src/EventLoop/Internal/AbstractDriver.php(430): Revolt\EventLoop\Internal\DriverSuspension::Revolt\EventLoop\Internal\{closure}()
